id,parent_id,comment,sentiment,original_seed_label,sarcasm_flag,hard_case_flag,source_type,generation_signal,phrase_family,split_group,recommended_split
real_01392,seed_01392,tbh this is waful 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01392,test
real_01393,seed_01393,lol this is pathetic 😭,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01393,train
real_01394,seed_01394,bro htissss is bad 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01394,train
real_01395,seed_01395,omg it was standarddd 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01395,validation
real_01396,seed_01396,wow amazing 😒 totally helpfulllll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01396,train
real_01397,seed_01397,lowkye thisssss is terrible 😡,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01397,validation
real_01398,seed_01398,ngl this is great 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01398,train
real_01399,seed_01399,lowkey this is trashhh 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01399,test
real_01400,seed_01400,greattttt job 😏 toatlly helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01400,test
real_01401,seed_01401,lowkey this is awful 😠,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01401,train
real_01402,seed_01402,idk thisss is amazing 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01402,train
real_01403,seed_01403,lowkey this is greta 🥳,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01403,validation
real_01404,seed_01404,bro thisssss is awesomeeeee 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01404,validation
real_01405,seed_01405,lowkeyyy this is awesomeee 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01405,test
real_01406,seed_01406,idk it was normallll 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01406,train
real_01407,seed_01407,highkey this is annyoing 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01407,test
real_01408,seed_01408,idk thisss is soliddd 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01408,train
real_01409,seed_01409,fr thissss is bad 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01409,train
real_01410,seed_01410,yeah sure 😏 totally helpfulllll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01410,test
real_01411,seed_01411,bro this is worst 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01411,train
real_01412,seed_01412,tbh this is lit 🥳,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01412,test
real_01413,seed_01413,justtttt perfcet 👏 totlalyyyy helpfulllll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01413,train
real_01414,seed_01414,fr this is solid 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01414,train
real_01415,seed_01415,tbh this is patheticcc 😡,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01415,test
real_01416,seed_01416,ngl it was regular 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01416,train
real_01417,seed_01417,fr this is amaznig ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01417,train
real_01418,seed_01418,highkeyyyyy this is annoynigggg 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01418,train
real_01419,seed_01419,wow aamzing 😏 toatlly helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01419,train
real_01420,seed_01420,bro it was avergae 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01420,validation
real_01421,seed_01421,fr it was reuglar 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01421,train
real_01422,seed_01422,yeahhhhh sureeeee 😒 totally helpfullll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01422,test
real_01423,seed_01423,ngl this is terribleeee 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01423,train
real_01424,seed_01424,bro thisssss is patheticcc 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01424,train
real_01425,seed_01425,higheky it was regular 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01425,train
real_01426,seed_01426,highkey it was standard 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01426,train
real_01427,seed_01427,highkeyyyy thisssss is awful 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01427,train
real_01428,seed_01428,love thatttt for me 😏 totally heplful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01428,test
real_01429,seed_01429,lowkeyyyy it was standardddd 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01429,train
real_01430,seed_01430,lowkeyyyy it was regualr 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01430,test
real_01431,seed_01431,loveeeee that for me 😒 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01431,test
real_01432,seed_01432,highkey this is bad 😠,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01432,test
real_01433,seed_01433,greatttt job 😒 totally helpfulll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01433,validation
real_01434,seed_01434,bro this is amazing ✨,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01434,train
real_01435,seed_01435,fr it was standardddd 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01435,train
real_01436,seed_01436,yeah sure 🙄 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01436,validation
real_01437,seed_01437,idk this is lit 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01437,validation
real_01438,seed_01438,bro this is awfulllll 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01438,train
real_01439,seed_01439,idk this is rgeat ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01439,train
real_01440,seed_01440,ngl this is bad 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01440,validation
real_01441,seed_01441,bro this is fantastic 🤩,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01441,validation
real_01442,seed_01442,lol thisssss is soliddddd ✨,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01442,train
real_01443,seed_01443,bro this is soliddddd 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01443,train
real_01444,seed_01444,ngl it was avergaeee 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01444,train
real_01445,seed_01445,fr this is perfectttt 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01445,train
real_01446,seed_01446,omg this is trash 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01446,train
real_01447,seed_01447,lowkeyyyy it was regularrrrr 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01447,validation
real_01448,seed_01448,yeah sure 😏 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01448,train
real_01449,seed_01449,lol thisssss is bad 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01449,validation
real_01450,seed_01450,lowkye this is pathetic 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01450,train
real_01451,seed_01451,great job 😏 totalyl helpfulllll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01451,test
real_01452,seed_01452,highkey this is aweosme 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01452,train
real_01453,seed_01453,idk thisssss is awesome 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01453,train
real_01454,seed_01454,lol it was fine 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01454,train
real_01455,seed_01455,fr this is sloid 🤩,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01455,train
real_01456,seed_01456,lowkeyyyyy it was okay 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01456,train
real_01457,seed_01457,great job 😂 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01457,train
real_01458,seed_01458,omg this is worst 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01458,train
real_01459,seed_01459,idk it was standard 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01459,train
real_01460,seed_01460,wow amazinggggg 😂 toatllyyyy hlepful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01460,train
real_01461,seed_01461,lol this is annoyinggg 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01461,test
real_01462,seed_01462,loveee that for me 🙄 totally heplfulll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01462,train
real_01463,seed_01463,fr thissss is annoynigggg 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01463,train
real_01464,seed_01464,wow amazinggg 🙃 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01464,train
real_01465,seed_01465,ngl this is solid 🤩,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01465,validation
real_01466,seed_01466,lowkeyyy this is aamzing ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01466,test
real_01467,seed_01467,lowkey this is afntastic 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01467,train
real_01468,seed_01468,lowkey this is perfect 🥳,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01468,train
real_01469,seed_01469,wow amazingggg 👏 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01469,validation
real_01470,seed_01470,highkey it was regular 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01470,train
real_01471,seed_01471,fr this is worst 😠,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01471,test
real_01472,seed_01472,omg this is terrible 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01472,train
real_01473,seed_01473,lol it was normallll 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01473,train
real_01474,seed_01474,yeah sureeeee 😏 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01474,train
real_01475,seed_01475,ngl thisssss is awufl 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01475,train
real_01476,seed_01476,tbh thissss is fantastic ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01476,train
real_01477,seed_01477,ngl this is awfulll 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01477,train
real_01478,seed_01478,wow amazinggg 😂 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01478,train
real_01479,seed_01479,tbh thissss is solid ✨,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01479,train
real_01480,seed_01480,ngl this is great ✨,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01480,train
real_01481,seed_01481,besttt ever 😒 totally helpfullll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01481,train
real_01482,seed_01482,bro it was normalllll 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01482,validation
real_01483,seed_01483,just perfect 🙄 totallyyy helpfulllll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01483,train
real_01484,seed_01484,loveeeee that for me 🙃 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01484,train
real_01485,seed_01485,just perfectttt 👏 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01485,validation
real_01486,seed_01486,fr it was standarddddd 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01486,train
real_01487,seed_01487,tbh this is annoynig 😭,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01487,validation
real_01488,seed_01488,lowkey this is awesomeee 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01488,train
real_01489,seed_01489,highkey thisssss is awful 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01489,train
real_01490,seed_01490,wow amazinggggg 😂 totallyyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01490,train
real_01491,seed_01491,ngl it was okay 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01491,train
real_01492,seed_01492,tbh this is solid 🥳,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01492,validation
real_01493,seed_01493,idk htisss is annoyinggggg 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01493,train
real_01494,seed_01494,lol thsissss is perfecttt 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01494,validation
real_01495,seed_01495,lowkyeyy it was avearge 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01495,validation
real_01496,seed_01496,ngl this is fantasticccc 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01496,validation
real_01497,seed_01497,idk this is perfect ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01497,train
real_01498,seed_01498,highkey thisssss is nanoying 😭,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01498,test
real_01499,seed_01499,fr thisssss is solidddd 🥳,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01499,validation
real_01500,seed_01500,lol this is lit 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01500,train
real_01501,seed_01501,tbh it was oakyyyy 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01501,train
real_01502,seed_01502,graet job 🙄 totallyyyyy helpfullll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01502,train
real_01503,seed_01503,best ever 😒 totallyyyy hlepful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01503,train
real_01504,seed_01504,fr thissss is solid 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01504,validation
real_01505,seed_01505,lol this is awesome 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01505,train
real_01506,seed_01506,fr it was fine 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01506,train
real_01507,seed_01507,best ever 😂 totallyyyy ehlpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01507,test
real_01508,seed_01508,just perfect 🙄 totally heplful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01508,validation
real_01509,seed_01509,lowkey this is perfect 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01509,train
real_01510,seed_01510,lol it was noraml 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01510,train
real_01511,seed_01511,tbh this is amazinggg 🥳,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01511,train
real_01512,seed_01512,bro thisssss is fantasticccc 🥳,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01512,train
real_01513,seed_01513,idk this is great 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01513,train
real_01514,seed_01514,tbh thisss is awful 😠,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01514,validation
real_01515,seed_01515,lol it was normalll 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01515,validation
real_01516,seed_01516,lowkey it was onrmal 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01516,validation
real_01517,seed_01517,hihgkey this is amaiznggg ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01517,train
real_01518,seed_01518,yeah sure 😏 totlaly helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01518,train
real_01519,seed_01519,tbh it was fnieeeee 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01519,train
real_01520,seed_01520,highkey it was regualrrrrr 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01520,test
real_01521,seed_01521,hgihkey thissss is trash 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01521,test
real_01522,seed_01522,tbh thisss is prefect 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01522,train
real_01523,seed_01523,yaehhh suereeee 😂 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01523,train
real_01524,seed_01524,tbh thisssss is annoyinggg 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01524,train
real_01525,seed_01525,highkeyyyyy this is fnatastic 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01525,test
real_01526,seed_01526,wow amazingggg 😏 totallyyyyy helpfullll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01526,test
real_01527,seed_01527,tbh this is pathetic 😠,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01527,train
real_01528,seed_01528,omg thisss is annoying 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01528,train
real_01529,seed_01529,highkey thisssss is awesoem 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01529,train
real_01530,seed_01530,lowekyyyy thsisss is solid 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01530,train
real_01531,seed_01531,bro it was regular 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01531,validation
real_01532,seed_01532,ngl thisss is terrible 😭,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01532,test
real_01533,seed_01533,yeah sure 👏 ttoallyyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01533,train
real_01534,seed_01534,love that for me 😒 ottally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01534,train
real_01535,seed_01535,hihgkey this is greattt 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01535,train
real_01536,seed_01536,lol it was regularrrr 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01536,test
real_01537,seed_01537,love that for me 👏 totally helfpul,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01537,train
real_01538,seed_01538,fr this is awful 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01538,train
real_01539,seed_01539,fr this is perfecttt 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01539,train
real_01540,seed_01540,lowkey this is waful 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01540,train
real_01541,seed_01541,idk this is trash 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01541,train
real_01542,seed_01542,omg thisss is amazinggg 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01542,validation
real_01543,seed_01543,lowkey thisssss is lit 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01543,train
real_01544,seed_01544,lwokey it was normalllll 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01544,train
real_01545,seed_01545,idk thisssss is pathetic 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01545,train
real_01546,seed_01546,besttttt ever 👏 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01546,validation
real_01547,seed_01547,lol it was tsandardddd 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01547,test
real_01548,seed_01548,lol this is bad 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01548,train
real_01549,seed_01549,lowkey this is worst 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01549,train
real_01550,seed_01550,lol it was okay 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01550,train
real_01551,seed_01551,ngl this is trash 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01551,train
real_01552,seed_01552,omg this is perfcet 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01552,train
real_01553,seed_01553,greta job 😂 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01553,train
real_01554,seed_01554,highkeyyyyy it was okay 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01554,validation
real_01555,seed_01555,ngl this is fantastic 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01555,train
real_01556,seed_01556,yeah sure 👏 totally helpflu,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01556,train
real_01557,seed_01557,bro thisssss is graet 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01557,test
real_01558,seed_01558,bro it was standarddddd 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01558,train
real_01559,seed_01559,loveee that for me 👏 ttoallyyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01559,train
real_01560,seed_01560,highkeyyyy it was fine 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01560,test
real_01561,seed_01561,yeahhhhh sureee 🙄 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01561,train
real_01562,seed_01562,omg it was averageeeee 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01562,train
real_01563,seed_01563,idk this is terribleeee 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01563,train
real_01564,seed_01564,lowkeyyy this is trash 😭,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01564,test
real_01565,seed_01565,lowkey it was regular 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01565,train
real_01566,seed_01566,best ever 👏 totalyl ehlpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01566,test
real_01567,seed_01567,wow amazing 👏 totallyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01567,train
real_01568,seed_01568,idk this is annoying 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01568,train
real_01569,seed_01569,tbh this is perfect ✨,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01569,train
real_01570,seed_01570,best ever 🙃 totallyyy helpfulll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01570,train
real_01571,seed_01571,lwokey this is fanatstic 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01571,train
real_01572,seed_01572,idk this is perfect 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01572,train
real_01573,seed_01573,best ever 🙃 totallyyy helfpul,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01573,test
real_01574,seed_01574,highkeyyy this is trash 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01574,train
real_01575,seed_01575,tbh it was regularrrr 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01575,train
real_01576,seed_01576,omg thissss is trashhhhh 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01576,train
real_01577,seed_01577,loveee that for me 😂 ttoally helpfulllll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01577,train
real_01578,seed_01578,love that for me 👏 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01578,train
real_01579,seed_01579,omg it was standrad 🤷,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01579,train
real_01580,seed_01580,ngl it was satndard 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01580,train
real_01581,seed_01581,lowkey thissss is amazing 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01581,validation
real_01582,seed_01582,lol this is awful 😤,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01582,validation
real_01583,seed_01583,lowkeyyy this is annoyingggg 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01583,train
real_01584,seed_01584,tbh this is solid 🤩,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01584,train
real_01585,seed_01585,love that for me 😒 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01585,train
real_01586,seed_01586,lowkey this is lit ✨,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01586,train
real_01587,seed_01587,ngl this is nanoying 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01587,validation
real_01588,seed_01588,great job 👏 totally heplfulll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01588,train
real_01589,seed_01589,bro this is awful 😭,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01589,test
real_01590,seed_01590,wow maazing 😏 totally helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01590,train
real_01591,seed_01591,tbh this is awful 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01591,train
real_01592,seed_01592,idk this is fantastic ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01592,train
real_01593,seed_01593,loeveee that for me 😒 totally helpfulllll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01593,train
real_01594,seed_01594,lowkey this is pahteticccc 😞,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01594,train
real_01595,seed_01595,wow amazingggg 😏 totally helpfulll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01595,test
real_01596,seed_01596,omg thissss is nanoying 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01596,train
real_01597,seed_01597,highkey thissss is lit 😄,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01597,train
real_01598,seed_01598,fr thisss is amazing 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01598,train
real_01599,seed_01599,lowkeyyy thisss is aamzinggg 😁,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01599,validation
real_01600,seed_01600,highkey it was okay 😐,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01600,train
real_01601,seed_01601,tbh this is soliddddd 😍,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01601,train
real_01602,seed_01602,highkyeyyy this is annoyinggggg 👎,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01602,train
real_01603,seed_01603,lowkeyyy thisssss is awesome 🔥,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01603,train
real_01604,seed_01604,best ever 🙃 ottally ehlpfullll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01604,train
real_01605,seed_01605,highkey it was average 🙂,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01605,test
real_01606,seed_01606,highkeyyy this is great ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01606,train
real_01607,seed_01607,yeah sure 😒 totallyyyy helpfullll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01607,train
real_01608,seed_01608,fr it was regluar 🫤,Neutral,Neutral,0,0,real_seed,real_observation,real_seed,seed_01608,train
real_01609,seed_01609,great job 😒 totallyyy helpflu,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01609,train
real_01610,seed_01610,ngl thisssss is annoying 😒,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01610,train
real_01611,seed_01611,love thatttt for me 👏 totallyyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01611,test
real_01612,seed_01612,ngl thissss is awful 💔,Negative,Negative,0,0,real_seed,real_observation,real_seed,seed_01612,test
real_01613,seed_01613,just perfecttt 🙃 totally helfpulll,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01613,train
real_01614,seed_01614,tbh this is awesome ❤️,Positive,Positive,0,0,real_seed,real_observation,real_seed,seed_01614,test
real_01615,seed_01615,greta job 😒 totallyyyy helpful,Negative,Sarcastic,1,1,real_seed,real_observation,real_seed,seed_01615,train
