seed_id,text,label,original_label,sarcasm_flag,canonical_lead,source_partition
seed_00502,justtt perfect 🙄 totally ehlpful,Negative,Sarcastic,1,justt,generation_seed
seed_00503,tbh it was fine 🤷,Neutral,Neutral,0,tbh,generation_seed
seed_00505,bro it was standard 🫤,Neutral,Neutral,0,bro,generation_seed
seed_00507,best ever 😂 totally helpful,Negative,Sarcastic,1,best,generation_seed
seed_00509,fr it was average 🫤,Neutral,Neutral,0,fr,generation_seed
seed_00510,fr it was okay 🤷,Neutral,Neutral,0,fr,generation_seed
seed_00511,fr thissss is perfetcttt ✨,Positive,Positive,0,fr,generation_seed
seed_00512,best ever 🙃 totally ehlpful,Negative,Sarcastic,1,best,generation_seed
seed_00513,tbh it was okay 🫤,Neutral,Neutral,0,tbh,generation_seed
seed_00515,highkey it was okayyyyy 🤷,Neutral,Neutral,0,highkey,generation_seed
seed_00516,highkey it was normal 🤷,Neutral,Neutral,0,highkey,generation_seed
seed_00517,tbh it was average 🫤,Neutral,Neutral,0,tbh,generation_seed
seed_00518,ngl this is afntasticcccc 😁,Positive,Positive,0,ngl,generation_seed
seed_00519,ngl thissss is perfect ✨,Positive,Positive,0,ngl,generation_seed
seed_00520,bro it was normal 🙂,Neutral,Neutral,0,bro,generation_seed
seed_00524,fr this is lit 😁,Positive,Positive,0,fr,generation_seed
seed_00526,omg it was standardddd 🙂,Neutral,Neutral,0,omg,generation_seed
seed_00531,lol it was regular 🙂,Neutral,Neutral,0,lol,generation_seed
seed_00532,lowkey it was regulrarrr 🙂,Neutral,Neutral,0,lowkey,generation_seed
seed_00533,loweky it was regular 🙂,Neutral,Neutral,0,loweky,generation_seed
seed_00535,justtttt perfect 🙃 totally helpful,Negative,Sarcastic,1,justt,generation_seed
seed_00537,lol this is trashhh 😒,Negative,Negative,0,lol,generation_seed
seed_00540,bro this is worsttttt 😠,Negative,Negative,0,bro,generation_seed
seed_00542,idk this is terrible 👎,Negative,Negative,0,idk,generation_seed
seed_00543,lol it was tsandard 🙂,Neutral,Neutral,0,lol,generation_seed
seed_00547,highkey this is trash 👎,Negative,Negative,0,highkey,generation_seed
seed_00548,wow amazinggggg 🙄 totallyyyy helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00549,wow amazing 🙃 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00550,highkeyyyyy it was fineee 🙂,Neutral,Neutral,0,highkey,generation_seed
seed_00551,just perfect 🙃 totallyyyyy helpful,Negative,Sarcastic,1,just,generation_seed
seed_00553,just perfect 🙃 ottallyyy helpful,Negative,Sarcastic,1,just,generation_seed
seed_00554,tbh this is lit 😄,Positive,Positive,0,tbh,generation_seed
seed_00555,highkey thisss is fantastic 🤩,Positive,Positive,0,highkey,generation_seed
seed_00557,lowkey this is greatttt 🤩,Positive,Positive,0,lowkey,generation_seed
seed_00559,lol this is lit 🥳,Positive,Positive,0,lol,generation_seed
seed_00561,tbh this is lit ❤️,Positive,Positive,0,tbh,generation_seed
seed_00562,yeahhhhh sure 😂 totally helpfullll,Negative,Sarcastic,1,yeahh,generation_seed
seed_00563,idk this is great 🥳,Positive,Positive,0,idk,generation_seed
seed_00564,fr this is pathetic 😠,Negative,Negative,0,fr,generation_seed
seed_00565,yeah sureeee 🙃 totally helpful,Negative,Sarcastic,1,yeah,generation_seed
seed_00566,lol this is worst 😭,Negative,Negative,0,lol,generation_seed
seed_00569,idk it was regularrrrr 🙂,Neutral,Neutral,0,idk,generation_seed
seed_00571,lowkey thisssss is great 😁,Positive,Positive,0,lowkey,generation_seed
seed_00572,yeah sure 🙄 totally helpful,Negative,Sarcastic,1,yeah,generation_seed
seed_00573,lowkey this is rtash 😡,Negative,Negative,0,lowkey,generation_seed
seed_00575,lowkey thissss is trash 😭,Negative,Negative,0,lowkey,generation_seed
seed_00577,fr thissss is amazing 😁,Positive,Positive,0,fr,generation_seed
seed_00578,bro it was fineee 🫤,Neutral,Neutral,0,bro,generation_seed
seed_00580,great job 😒 totally helpful,Negative,Sarcastic,1,great,generation_seed
seed_00582,bro it was regular 🤷,Neutral,Neutral,0,bro,generation_seed
seed_00583,fr thisss is perfect 😁,Positive,Positive,0,fr,generation_seed
seed_00585,bro this is patheticccc 😤,Negative,Negative,0,bro,generation_seed
seed_00586,tbh this is trash 💔,Negative,Negative,0,tbh,generation_seed
seed_00587,idk it was fine 🫤,Neutral,Neutral,0,idk,generation_seed
seed_00588,idk this is lit 🔥,Positive,Positive,0,idk,generation_seed
seed_00589,ngl this is worst 😡,Negative,Negative,0,ngl,generation_seed
seed_00590,yeahhh sure 😂 totally helpfullll,Negative,Sarcastic,1,yeahh,generation_seed
seed_00591,yeahhhh sure 😂 totally ehlpful,Negative,Sarcastic,1,yeahh,generation_seed
seed_00592,lowkeyyyy it was normal 🤷,Neutral,Neutral,0,lowkey,generation_seed
seed_00593,tbh thisssss is amazing ✨,Positive,Positive,0,tbh,generation_seed
seed_00594,lowkey it was okayyyyy 🫤,Neutral,Neutral,0,lowkey,generation_seed
seed_00595,idk this is fantastic 😍,Positive,Positive,0,idk,generation_seed
seed_00596,best ever 🙃 totallyyy helpful,Negative,Sarcastic,1,best,generation_seed
seed_00598,greatttt job 🙄 totallyyyy helpful,Negative,Sarcastic,1,greatt,generation_seed
seed_00599,omg this is lit 🥳,Positive,Positive,0,omg,generation_seed
seed_00600,lowkeyyyy this is worstttt 😒,Negative,Negative,0,lowkey,generation_seed
seed_00601,love that for me 👏 totally helpful,Negative,Sarcastic,1,love,generation_seed
seed_00602,idk thissss is awesome 🤩,Positive,Positive,0,idk,generation_seed
seed_00604,fr this is fantastic 🤩,Positive,Positive,0,fr,generation_seed
seed_00605,best ever 👏 totally helpful,Negative,Sarcastic,1,best,generation_seed
seed_00606,wow amazignggg 😂 totally ehlpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00607,wow amazingggg 😂 totallyyy helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00608,tbh thissss is terrible 💔,Negative,Negative,0,tbh,generation_seed
seed_00609,tbh this is great 😁,Positive,Positive,0,tbh,generation_seed
seed_00610,lol this is perfect ✨,Positive,Positive,0,lol,generation_seed
seed_00611,highkey thisssss is awesome 😄,Positive,Positive,0,highkey,generation_seed
seed_00612,hgihkey this is awful 😞,Negative,Negative,0,hgihkey,generation_seed
seed_00613,idk htisssss is greattt 😁,Positive,Positive,0,idk,generation_seed
seed_00615,bro this is wosrt 😒,Negative,Negative,0,bro,generation_seed
seed_00616,omg this is bad 😞,Negative,Negative,0,omg,generation_seed
seed_00619,fr it was fine 🤷,Neutral,Neutral,0,fr,generation_seed
seed_00620,lwokey thsisss is trash 😡,Negative,Negative,0,lwokey,generation_seed
seed_00621,lol thisssss is awful 💔,Negative,Negative,0,lol,generation_seed
seed_00622,ngl this is pahtetic 👎,Negative,Negative,0,ngl,generation_seed
seed_00623,idk this is awfulllll 😒,Negative,Negative,0,idk,generation_seed
seed_00624,lowkey this is worst 😭,Negative,Negative,0,lowkey,generation_seed
seed_00626,loveeee thatttt for me 😂 totally helpful,Negative,Sarcastic,1,lovee,generation_seed
seed_00627,fr this is worsttttt 😭,Negative,Negative,0,fr,generation_seed
seed_00628,ngl thisss is greattttt 🔥,Positive,Positive,0,ngl,generation_seed
seed_00629,lol this is terrible 😤,Negative,Negative,0,lol,generation_seed
seed_00630,tbh it was standarddd 🙂,Neutral,Neutral,0,tbh,generation_seed
seed_00631,fr this is worst 😡,Negative,Negative,0,fr,generation_seed
seed_00632,lowkeyyyyy this is trashhh 😤,Negative,Negative,0,lowkey,generation_seed
seed_00633,highkey it was standardddd 🫤,Neutral,Neutral,0,highkey,generation_seed
seed_00634,lowkeyyyy it was vaerageeee 😐,Neutral,Neutral,0,lowkey,generation_seed
seed_00635,love thattt for me 👏 totally helpful,Negative,Sarcastic,1,love,generation_seed
seed_00638,highkey this is annoyingggg 😞,Negative,Negative,0,highkey,generation_seed
seed_00639,bro thisss is perfect ✨,Positive,Positive,0,bro,generation_seed
seed_00643,tbh thissss is annoying 😤,Negative,Negative,0,tbh,generation_seed
seed_00644,yeahhhhh sure 😏 totally helpful,Negative,Sarcastic,1,yeahh,generation_seed
seed_00645,great job 😂 totally helpufl,Negative,Sarcastic,1,great,generation_seed
seed_00646,yeah sure 😏 totalylyy helpufl,Negative,Sarcastic,1,yeah,generation_seed
seed_00648,bro it was okay 🫤,Neutral,Neutral,0,bro,generation_seed
seed_00650,omg it was normal 🙂,Neutral,Neutral,0,omg,generation_seed
seed_00651,highkeyyyyy this is trsah 💔,Negative,Negative,0,highkey,generation_seed
seed_00652,tbh it was regulra 😐,Neutral,Neutral,0,tbh,generation_seed
seed_00654,tbh it was fineeee 🙂,Neutral,Neutral,0,tbh,generation_seed
seed_00655,lowkey this is annoyingggg 😒,Negative,Negative,0,lowkey,generation_seed
seed_00656,ngl this is aamzing 😍,Positive,Positive,0,ngl,generation_seed
seed_00659,wow amazing 👏 totally helpufl,Negative,Sarcastic,1,wow,generation_seed
seed_00661,omg thissss is awful 💔,Negative,Negative,0,omg,generation_seed
seed_00662,best ever 🙃 totally helpful,Negative,Sarcastic,1,best,generation_seed
seed_00663,lowkey this is awful 😒,Negative,Negative,0,lowkey,generation_seed
seed_00664,yeah sure 😒 totally helpful,Negative,Sarcastic,1,yeah,generation_seed
seed_00665,tbh thissss is perfecttttt ❤️,Positive,Positive,0,tbh,generation_seed
seed_00666,tbh this is terrible 😤,Negative,Negative,0,tbh,generation_seed
seed_00667,idk this is annoyinggggg 😒,Negative,Negative,0,idk,generation_seed
seed_00669,fr thisssss is patheticccc 😠,Negative,Negative,0,fr,generation_seed
seed_00671,highkey this is perfecttt ❤️,Positive,Positive,0,highkey,generation_seed
seed_00672,best everrr 🙄 totallyyyy helpful,Negative,Sarcastic,1,best,generation_seed
seed_00673,ngl this is bad 😤,Negative,Negative,0,ngl,generation_seed
seed_00674,wow amaizng 🙃 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00675,bro thisssss is annoyinggg 👎,Negative,Negative,0,bro,generation_seed
seed_00676,wow amazinggg 👏 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00677,just prefect 😏 totally helpful,Negative,Sarcastic,1,just,generation_seed
seed_00678,ngl this is perfetc 🔥,Positive,Positive,0,ngl,generation_seed
seed_00679,lol it was satndardddd 😐,Neutral,Neutral,0,lol,generation_seed
seed_00685,tbh it was fine 😐,Neutral,Neutral,0,tbh,generation_seed
seed_00686,great job 😂 totally helpfulll,Negative,Sarcastic,1,great,generation_seed
seed_00688,idk this is awesmoe ✨,Positive,Positive,0,idk,generation_seed
seed_00689,yeah sure 👏 totallyyyyy hlepfullll,Negative,Sarcastic,1,yeah,generation_seed
seed_00690,tbh this is worsttt 😒,Negative,Negative,0,tbh,generation_seed
seed_00691,justtttt perfetc 😒 totally heplfulllll,Negative,Sarcastic,1,justt,generation_seed
seed_00692,just perfetc 👏 totally helpfullll,Negative,Sarcastic,1,just,generation_seed
seed_00693,ngl it was okayyyy 🙂,Neutral,Neutral,0,ngl,generation_seed
seed_00694,bro it was regular 🫤,Neutral,Neutral,0,bro,generation_seed
seed_00695,highkey this is perfect 🤩,Positive,Positive,0,highkey,generation_seed
seed_00697,best ever 😒 totally helpflulll,Negative,Sarcastic,1,best,generation_seed
seed_00701,lol this is lit 😄,Positive,Positive,0,lol,generation_seed
seed_00706,lowkey this is lit 😍,Positive,Positive,0,lowkey,generation_seed
seed_00707,wow amazinggg 🙃 totally helpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00708,fr this is solid 🤩,Positive,Positive,0,fr,generation_seed
seed_00711,omg it was standarddd 🙂,Neutral,Neutral,0,omg,generation_seed
seed_00713,idk it was averageeee 🤷,Neutral,Neutral,0,idk,generation_seed
seed_00714,just eprfect 😏 totally ehlpfulllll,Negative,Sarcastic,1,just,generation_seed
seed_00715,ngl this is gretatt ✨,Positive,Positive,0,ngl,generation_seed
seed_00716,bro this is amazing 😁,Positive,Positive,0,bro,generation_seed
seed_00717,ngl it was fnieeeee 🫤,Neutral,Neutral,0,ngl,generation_seed
seed_00718,yaehhhh sure 😂 totally helpful,Negative,Sarcastic,1,yaehh,generation_seed
seed_00720,wow amzaing 🙄 totallyyyy helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00723,yeahhhhh sure 😒 totallyyy helpfulll,Negative,Sarcastic,1,yeahh,generation_seed
seed_00724,lowkye thisss is pathetic 😭,Negative,Negative,0,lowkey,generation_seed
seed_00725,yeah sure 👏 totally helpfulll,Negative,Sarcastic,1,yeah,generation_seed
seed_00727,lol it was normal 🫤,Neutral,Neutral,0,lol,generation_seed
seed_00728,omg thisssss is lit 🔥,Positive,Positive,0,omg,generation_seed
seed_00729,lowkey thisssss is awesome ✨,Positive,Positive,0,lowkey,generation_seed
seed_00732,yeahhhhh sureee 😂 totallyyyy helpful,Negative,Sarcastic,1,yeahh,generation_seed
seed_00733,great job 🙃 totally helpful,Negative,Sarcastic,1,great,generation_seed
seed_00736,just perfect 🙄 totallyyyyy helpful,Negative,Sarcastic,1,just,generation_seed
seed_00739,tbh thisss is pathetic 😭,Negative,Negative,0,tbh,generation_seed
seed_00740,idk it was regualr 🙂,Neutral,Neutral,0,idk,generation_seed
seed_00741,idk thisssss is fantastic 😍,Positive,Positive,0,idk,generation_seed
seed_00743,yeahhh sure 😂 totallyyyy helpful,Negative,Sarcastic,1,yeahh,generation_seed
seed_00744,lol it was regularrrrr 🫤,Neutral,Neutral,0,lol,generation_seed
seed_00747,omg this is worsttttt 😞,Negative,Negative,0,omg,generation_seed
seed_00749,lowkey this is solidddd 🤩,Positive,Positive,0,lowkey,generation_seed
seed_00750,tbh this is amazinggg 😁,Positive,Positive,0,tbh,generation_seed
seed_00751,lowkey this is amazing 🔥,Positive,Positive,0,lowkey,generation_seed
seed_00753,lol this is terrilbe 💔,Negative,Negative,0,lol,generation_seed
seed_00757,omg thisss is trash 😒,Negative,Negative,0,omg,generation_seed
seed_00758,lowkeyyy thisssss is awful 😤,Negative,Negative,0,lowkey,generation_seed
seed_00759,wow amazing 😂 totally helpfulll,Negative,Sarcastic,1,wow,generation_seed
seed_00760,bro this is prefect 😄,Positive,Positive,0,bro,generation_seed
seed_00761,yeah sure 👏 totallyyy helpfullll,Negative,Sarcastic,1,yeah,generation_seed
seed_00762,ngl thissss is terrible 😞,Negative,Negative,0,ngl,generation_seed
seed_00763,bro this is great 😍,Positive,Positive,0,bro,generation_seed
seed_00764,bro this is amazinggg ✨,Positive,Positive,0,bro,generation_seed
seed_00766,lwokey this is fantasticcccc ✨,Positive,Positive,0,lwokey,generation_seed
seed_00767,idk thisssss is fantasticcc 😄,Positive,Positive,0,idk,generation_seed
seed_00768,omg it was okay 🤷,Neutral,Neutral,0,omg,generation_seed
seed_00769,ngl this is amazing 🤩,Positive,Positive,0,ngl,generation_seed
seed_00770,lol this is perefctttt 😍,Positive,Positive,0,lol,generation_seed
seed_00771,idk thissss is graet 🤩,Positive,Positive,0,idk,generation_seed
seed_00772,love that for me 😏 toatlly helpful,Negative,Sarcastic,1,love,generation_seed
seed_00773,ngl thissss is solid ✨,Positive,Positive,0,ngl,generation_seed
seed_00774,loveee thattttt for me 👏 totally helpful,Negative,Sarcastic,1,lovee,generation_seed
seed_00775,just perfectttt 👏 totallyyy helpful,Negative,Sarcastic,1,just,generation_seed
seed_00776,highkey this is trash 😒,Negative,Negative,0,highkey,generation_seed
seed_00777,loveeeee that for me 😒 totally helpflull,Negative,Sarcastic,1,lovee,generation_seed
seed_00778,lowkey thissss is bad 💔,Negative,Negative,0,lowkey,generation_seed
seed_00779,bsetttt everrrr 😒 totallyyyyy helpful,Negative,Sarcastic,1,bsett,generation_seed
seed_00782,ngl thissss is awesome 🔥,Positive,Positive,0,ngl,generation_seed
seed_00784,lol this is worst 😠,Negative,Negative,0,lol,generation_seed
seed_00785,wow amzainggg 🙄 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00786,fr it was fine 🫤,Neutral,Neutral,0,fr,generation_seed
seed_00787,lowkey this is fantastic 🔥,Positive,Positive,0,lowkey,generation_seed
seed_00790,highkey thissss is perfect ❤️,Positive,Positive,0,highkey,generation_seed
seed_00791,highkey thissss is trashhh 😠,Negative,Negative,0,highkey,generation_seed
seed_00792,justttt perfect 😏 ttoally helpflu,Negative,Sarcastic,1,justt,generation_seed
seed_00793,idk this is wrost 👎,Negative,Negative,0,idk,generation_seed
seed_00795,fr it was okayyyy 😐,Neutral,Neutral,0,fr,generation_seed
seed_00796,tbh it was standard 🙂,Neutral,Neutral,0,tbh,generation_seed
seed_00797,lowkey this is soliddd 😄,Positive,Positive,0,lowkey,generation_seed
seed_00799,ngl this is rtash 😤,Negative,Negative,0,ngl,generation_seed
seed_00800,fr this is awesome 😍,Positive,Positive,0,fr,generation_seed
seed_00801,lowkey it was regular 🙂,Neutral,Neutral,0,lowkey,generation_seed
seed_00802,lol this is soliddddd ❤️,Positive,Positive,0,lol,generation_seed
seed_00804,ngl this is awful 😞,Negative,Negative,0,ngl,generation_seed
seed_00806,lowkey thissss is annoying 😞,Negative,Negative,0,lowkey,generation_seed
seed_00807,ngl htisss is awesome 😁,Positive,Positive,0,ngl,generation_seed
seed_00808,highkey this is lit 😁,Positive,Positive,0,highkey,generation_seed
seed_00810,highkey this is fantastic 🤩,Positive,Positive,0,highkey,generation_seed
seed_00811,lowkey thissss is trashhhh 😡,Negative,Negative,0,lowkey,generation_seed
seed_00812,lokweyyy this is trash 😭,Negative,Negative,0,lokweyy,generation_seed
seed_00813,yeah sure 😒 totallyyy helpfulllll,Negative,Sarcastic,1,yeah,generation_seed
seed_00814,higkhey it was regular 🤷,Neutral,Neutral,0,higkhey,generation_seed
seed_00815,lol thissss is solid ✨,Positive,Positive,0,lol,generation_seed
seed_00816,tbh thisssss is terribel 😞,Negative,Negative,0,tbh,generation_seed
seed_00819,lol thisss is worst 😤,Negative,Negative,0,lol,generation_seed
seed_00822,fr it was normalll 🫤,Neutral,Neutral,0,fr,generation_seed
seed_00823,lol it was regularrr 🫤,Neutral,Neutral,0,lol,generation_seed
seed_00826,omg this is perfect 😄,Positive,Positive,0,omg,generation_seed
seed_00827,tbh it was okay 😐,Neutral,Neutral,0,tbh,generation_seed
seed_00828,wow amazinggg 🙃 ottally helfpul,Negative,Sarcastic,1,wow,generation_seed
seed_00829,bro this is awesome 😍,Positive,Positive,0,bro,generation_seed
seed_00831,yeahhhh sure 😒 totally helpfullll,Negative,Sarcastic,1,yeahh,generation_seed
seed_00832,wow amaznig 😏 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00833,yeah sureee 👏 totalyl helpufl,Negative,Sarcastic,1,yeah,generation_seed
seed_00834,lowkeyyyy it was fine 🫤,Neutral,Neutral,0,lowkey,generation_seed
seed_00835,idk thisssss is lit 😁,Positive,Positive,0,idk,generation_seed
seed_00836,bro this is etrribleeee 😒,Negative,Negative,0,bro,generation_seed
seed_00837,idk it was regular 😐,Neutral,Neutral,0,idk,generation_seed
seed_00838,hgihkey it was regularrrr 😐,Neutral,Neutral,0,hgihkey,generation_seed
seed_00839,ngl this is oslid 😁,Positive,Positive,0,ngl,generation_seed
seed_00840,fr thisss is trash 💔,Negative,Negative,0,fr,generation_seed
seed_00842,bro thisss is soliddd 🥳,Positive,Positive,0,bro,generation_seed
seed_00843,best ever 🙄 totally helpfulllll,Negative,Sarcastic,1,best,generation_seed
seed_00844,lol it was average 🙂,Neutral,Neutral,0,lol,generation_seed
seed_00846,lol this is awesomeeee 🔥,Positive,Positive,0,lol,generation_seed
seed_00848,lol it was normal 🤷,Neutral,Neutral,0,lol,generation_seed
seed_00849,love tahtttt for me 🙃 totally helpful,Negative,Sarcastic,1,love,generation_seed
seed_00850,tbh it was fine 🫤,Neutral,Neutral,0,tbh,generation_seed
seed_00853,besttttt ever 😂 totalyl helpful,Negative,Sarcastic,1,bestt,generation_seed
seed_00854,lol thisssss is fantastic 😄,Positive,Positive,0,lol,generation_seed
seed_00856,lowkey this is lit 🤩,Positive,Positive,0,lowkey,generation_seed
seed_00857,tbh this is fantasticccc 🤩,Positive,Positive,0,tbh,generation_seed
seed_00859,yeahhhhh sureeeee 🙃 totally helpful,Negative,Sarcastic,1,yeahh,generation_seed
seed_00860,bro this is trash 😤,Negative,Negative,0,bro,generation_seed
seed_00863,lowkey this is awful 😭,Negative,Negative,0,lowkey,generation_seed
seed_00864,fr this is fantasticcccc 😄,Positive,Positive,0,fr,generation_seed
seed_00865,highkeyyyyy this is annoyinggggg 😒,Negative,Negative,0,highkey,generation_seed
seed_00866,fr this is great ❤️,Positive,Positive,0,fr,generation_seed
seed_00867,just perfectttt 😒 totally helpful,Negative,Sarcastic,1,just,generation_seed
seed_00868,tbh it was standarddd 🫤,Neutral,Neutral,0,tbh,generation_seed
seed_00869,ngl thisss is trashhhh 😠,Negative,Negative,0,ngl,generation_seed
seed_00870,just perfecttttt 😏 totally helpfulllll,Negative,Sarcastic,1,just,generation_seed
seed_00871,lol this is awful 😒,Negative,Negative,0,lol,generation_seed
seed_00872,omg it was normal 🤷,Neutral,Neutral,0,omg,generation_seed
seed_00873,bro this is terribleee 😠,Negative,Negative,0,bro,generation_seed
seed_00874,lowkey htissss is lit ✨,Positive,Positive,0,lowkey,generation_seed
seed_00875,highkey this is solid ❤️,Positive,Positive,0,highkey,generation_seed
seed_00876,justttt perfect 😂 totallyyyy helpfullll,Negative,Sarcastic,1,justt,generation_seed
seed_00878,best ever 😂 ttoally helpful,Negative,Sarcastic,1,best,generation_seed
seed_00880,best ever 😏 toatlly helpfullll,Negative,Sarcastic,1,best,generation_seed
seed_00881,fr thisssss is patheticcc 👎,Negative,Negative,0,fr,generation_seed
seed_00882,idk thisss is awful 😤,Negative,Negative,0,idk,generation_seed
seed_00883,lowkey it was standard 😐,Neutral,Neutral,0,lowkey,generation_seed
seed_00884,lol this is terribleee 😡,Negative,Negative,0,lol,generation_seed
seed_00887,yeah sure 🙃 totalyl ehlpful,Negative,Sarcastic,1,yeah,generation_seed
seed_00888,bro this is perfect 😄,Positive,Positive,0,bro,generation_seed
seed_00889,fr this is fantasticcccc ✨,Positive,Positive,0,fr,generation_seed
seed_00890,bro this is trashhhhh 😞,Negative,Negative,0,bro,generation_seed
seed_00893,bro this is terribleeeee 👎,Negative,Negative,0,bro,generation_seed
seed_00894,ngl this is trsah 😡,Negative,Negative,0,ngl,generation_seed
seed_00895,best ever 🙃 totally helpfulllll,Negative,Sarcastic,1,best,generation_seed
seed_00896,yeah sure 🙄 totallyyyyy helpfulll,Negative,Sarcastic,1,yeah,generation_seed
seed_00897,tbh this is lit 😍,Positive,Positive,0,tbh,generation_seed
seed_00901,fr thisss is worts 😤,Negative,Negative,0,fr,generation_seed
seed_00902,idk it was rgeularrrrr 😐,Neutral,Neutral,0,idk,generation_seed
seed_00904,tbh it was standarddddd 🫤,Neutral,Neutral,0,tbh,generation_seed
seed_00905,lol it was averageeee 🫤,Neutral,Neutral,0,lol,generation_seed
seed_00906,bro this is solid 🔥,Positive,Positive,0,bro,generation_seed
seed_00907,justttt perfect 🙄 totally helpfulll,Negative,Sarcastic,1,justt,generation_seed
seed_00908,tbh thisssss is bad 😤,Negative,Negative,0,tbh,generation_seed
seed_00909,highkeyyyy thissss is worstttt 😭,Negative,Negative,0,highkey,generation_seed
seed_00910,just pefrect 🙃 totallyyy helpful,Negative,Sarcastic,1,just,generation_seed
seed_00911,omg it was average 🤷,Neutral,Neutral,0,omg,generation_seed
seed_00913,ngl it was nromal 🤷,Neutral,Neutral,0,ngl,generation_seed
seed_00915,lowkey this is fantastic ❤️,Positive,Positive,0,lowkey,generation_seed
seed_00917,lol it was regular 🤷,Neutral,Neutral,0,lol,generation_seed
seed_00918,lowkey this is worst 😞,Negative,Negative,0,lowkey,generation_seed
seed_00919,ngl this is bad 😡,Negative,Negative,0,ngl,generation_seed
seed_00920,highkey thissss is oslid 🥳,Positive,Positive,0,highkey,generation_seed
seed_00921,omg this is annoyinggg 💔,Negative,Negative,0,omg,generation_seed
seed_00922,just perfecttttt 👏 totally helpful,Negative,Sarcastic,1,just,generation_seed
seed_00926,hihgkeyyy it was rgeularrr 🫤,Neutral,Neutral,0,highkey,generation_seed
seed_00927,bsettt everrr 🙃 totally helpfullll,Negative,Sarcastic,1,bsett,generation_seed
seed_00929,lowkeyyyyy thissss is great 🤩,Positive,Positive,0,lowkey,generation_seed
seed_00931,lowkey it was fine 🤷,Neutral,Neutral,0,lowkey,generation_seed
seed_00932,greattt job 😂 totally helpfulll,Negative,Sarcastic,1,greatt,generation_seed
seed_00933,great job 👏 totally helpfulll,Negative,Sarcastic,1,great,generation_seed
seed_00935,bro it was standrad 🫤,Neutral,Neutral,0,bro,generation_seed
seed_00936,highkey it was regularrrrr 😐,Neutral,Neutral,0,highkey,generation_seed
seed_00937,omg this is awful 😠,Negative,Negative,0,omg,generation_seed
seed_00939,lol thisss is patehticccc 👎,Negative,Negative,0,lol,generation_seed
seed_00940,love that for me 🙄 totally helpfulll,Negative,Sarcastic,1,love,generation_seed
seed_00941,bro thisss is patheticcccc 👎,Negative,Negative,0,bro,generation_seed
seed_00942,bro it was average 😐,Neutral,Neutral,0,bro,generation_seed
seed_00943,ngl this is graet ✨,Positive,Positive,0,ngl,generation_seed
seed_00944,lol this is amazingggg 😄,Positive,Positive,0,lol,generation_seed
seed_00946,tbh thisss is pathetic 😞,Negative,Negative,0,tbh,generation_seed
seed_00948,bro this is trashhhh 👎,Negative,Negative,0,bro,generation_seed
seed_00949,tbh this is annoying 😠,Negative,Negative,0,tbh,generation_seed
seed_00950,loveeeee thatttt for me 😒 totally heplful,Negative,Sarcastic,1,lovee,generation_seed
seed_00951,just perfect 😒 ottally helpfullll,Negative,Sarcastic,1,just,generation_seed
seed_00952,highkey this is worst 😠,Negative,Negative,0,highkey,generation_seed
seed_00953,best ever 😒 totallyyyy helfpulllll,Negative,Sarcastic,1,best,generation_seed
seed_00954,highkeyyy this is awesomeeeee 😄,Positive,Positive,0,highkey,generation_seed
seed_00956,fr this is awfullll 😡,Negative,Negative,0,fr,generation_seed
seed_00957,loveeee that for me 😂 totally helpful,Negative,Sarcastic,1,lovee,generation_seed
seed_00959,bro thissss is trash 😡,Negative,Negative,0,bro,generation_seed
seed_00960,yeah sureee 😂 totally helpflu,Negative,Sarcastic,1,yeah,generation_seed
seed_00961,ngl this is solid ❤️,Positive,Positive,0,ngl,generation_seed
seed_00962,love that for me 😏 totallyyyy helpful,Negative,Sarcastic,1,love,generation_seed
seed_00963,love thattttt for me 😂 totally heplful,Negative,Sarcastic,1,love,generation_seed
seed_00964,idk this is awful 😒,Negative,Negative,0,idk,generation_seed
seed_00966,tbh this is trash 😡,Negative,Negative,0,tbh,generation_seed
seed_00967,idk this is perfectttt 😁,Positive,Positive,0,idk,generation_seed
seed_00968,lol it was avearge 😐,Neutral,Neutral,0,lol,generation_seed
seed_00969,lol thissss is trsahhh 😤,Negative,Negative,0,lol,generation_seed
seed_00972,fr thisssss is amazing 🤩,Positive,Positive,0,fr,generation_seed
seed_00974,lowkeyyyyy thisssss is terrible 😠,Negative,Negative,0,lowkey,generation_seed
seed_00976,idk this is annoying 😭,Negative,Negative,0,idk,generation_seed
seed_00978,bro this is fantastic 😄,Positive,Positive,0,bro,generation_seed
seed_00979,tbh this is awesome 😄,Positive,Positive,0,tbh,generation_seed
seed_00980,ngl thissss is gerat ✨,Positive,Positive,0,ngl,generation_seed
seed_00981,yeah sure 🙄 totallyyyy helfpullll,Negative,Sarcastic,1,yeah,generation_seed
seed_00984,bro thissss is graet 🤩,Positive,Positive,0,bro,generation_seed
